Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS
Ryan Reckley OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Solak 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Selesky 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Iadisernia OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeiner Fernandez 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herbert Iser C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Ramirez OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jairo Rosario C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar Berbesi SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dariel Gomez 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reivaj Garcia 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Overstreet C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrick Nava C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Mejia 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Martin 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Whitley OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Guilarte 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhonny Severino 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uziel Viloria SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Strom OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Sohn SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghordy Santos SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Suero C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Wren OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubba Thompson OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJ Morlando OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johan Barrios 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilvin Fernandez SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Swaggerty OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Burke 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Holgate 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Pinder OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Lewis 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeison Coca SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinton Low 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yovanny Rodriguez C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Hernandez C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Longoria 3B | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angeudis Santos 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelys Nina 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Bericoto 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrett Kleinknecht 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hedbert Perez OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Wood 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Ghelfi C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Rodriguez OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josue De Paula OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Jean SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daiverson Gutierrez C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erich Weiss 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randal Diaz SS | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micah Gibbs C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Vukovich OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Meza 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Molina 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jameson Hannah OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reinaldo Ilarraza 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Clark OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Roby 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Knapp C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Willems 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahki Backstrom 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micah Bello OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyan Jorge SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Alejandro Basabe 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Lopez OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osvaldo Abreu SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Made SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisbel DIaz OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Hernandez SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demitrio Nadal 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anfernee Seymour OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Gigliotti OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samad Taylor OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dashyll Tejeda OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Stokes SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filippo Di Turi 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Kelli OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riley Mahan SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Juengel 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Gonzalez C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Bastidas SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberth Martinez OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Minicozzi 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ewry Espinal 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Faltine 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodolfo Duran C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Ross SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Hill OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael De La Cruz OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Perez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickie Joe Thon 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brock Vradenburg 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Paulino C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modeifi Marte 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Cordova C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Johnson 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renny Hidalgo OF | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pin-Chieh Chen 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemp Alderman OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Ortiz OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Ebel SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucker Neuhaus SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade Harris 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Longhi 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yonny Hernandez 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Jon Gazdar SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corbin Williams OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan O'Donnell OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Lopez SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Gonzalez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Rivero 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boo Vazquez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Kroon 3B | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Schrader 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Murphy OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Rizzo 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrik Gibson 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengie Gonzalez SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewin Diaz 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payton Green SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael De Leon SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gage Canning OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustavo Polanco C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.J. Higgins 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Fitz-Gerald SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Yarbrough 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Ray OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Harvey 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy Schreffler OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Miller DH | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Trejo SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefrey De Los Santos SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Jones OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Davis OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Kone SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Sugastey C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Quintana SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Stobbe 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Sirota OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Alcantara 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnaldo Berrios OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Chavis 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Wright SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Massey OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javeon Cody OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ Murray 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Free C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeral Toledo SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Mercado OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addison Kopack C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan West SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Casteel 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar Galvez SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yonathan Perlaza 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Mojica 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy Lara 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Gil SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.B. Woodman OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Brown 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coy James SS | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bralyn Brazoban OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trace Tam Sing 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Bissonette 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcer Burks OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Murray SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kade Kern OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branden Fryman SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Hernandez 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forrestt Allday OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easton Carmichael C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Weber SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Dixon 1B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Viars OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alika Williams 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Taylor OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake DeLeo OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Quiroz C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Myers OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubba Hollins 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galvi Moscat OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamari Baylor SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooper Bowman 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Ciriaco SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Peter 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Matheus SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Byler 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Barbieri OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooper Pratt SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Wideman OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Bossart C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Roller OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osiris Johnson OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Maldonado 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geraldi Diaz C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Porter C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian More OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yassel Soler 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Kennelly C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Rodriguez C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ Lewis C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJayy Walton OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Guez OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Cresto 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moises Perez SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josuar De Jesus Gonzalez SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darick Hall 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunesky Sanchez SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Rahier SS | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Asuncion OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Osborne SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art Charles 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Naranjo 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalvy Rosario 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onil Perez C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wendell Rijo 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Rogers OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Ballou OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Upshaw 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Glasser OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nomar Mazara OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Ortega OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayden Jobert OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Bravo 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Murphy C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Spikerman OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Vizcaino 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bralin Jackson OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector Vargas 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Thomas C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibandel Isabel 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Ereu 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Alford OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Navin C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abrahan Ramirez 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Lockhart 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Rivera 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Cope C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Karaviotis SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Bortnick SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Jones C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Perez SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Elizalde OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Hilliard OF | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcom Nunez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Wernes 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD Dix 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eudy Ramos 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfonso Rivas 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade Hunter C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Clohisy OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangelo Sarmiento 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Landry OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maikol Escotto SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branden Berry 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kellum Clark OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Gauthier 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint Coulter OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Jefferson 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Cepeda SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armando Cruz 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Weisenburger C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Dickerson SS | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Roselli 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Reimer 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Gelalich OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.K. Carey OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yohandy Morales 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Fleming 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarryd Dale DH | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayden Wallace 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marty Herum 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Herrera SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Evans SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Gonzalez SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Sasaki OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Munoz OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubi Silva OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Panas 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Mosquera OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kale Fountain 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LuJames Groover 3B | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Rodriguez OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter Graham 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.D. Orr OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Jones OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yan Gomes C | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyson Lewis SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Henley OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandler Redmond 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Baez OF | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derian Cruz SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
